id,benchmark_name,test_case,value,lowerBound,upperBound,ci,platform,commit,source
12973,Subscription,composite_subscription add,63.2538,62.9673,63.8693,0.95,Windows MSVC,Update Readme.md (6d1cf93d),rxcpp
12974,Subscription,composite_subscription unsubscribe,23.1318,23.0755,23.2427,0.95,Windows MSVC,Update Readme.md (6d1cf93d),rxcpp
12975,foundamental sources,never,860.933,854.933,876.433,0.95,Windows MSVC,Update Readme.md (6d1cf93d),rxcpp
12976,foundamental sources,empty,183.421,182.85,184.7,0.95,Windows MSVC,Update Readme.md (6d1cf93d),rxcpp
12977,foundamental sources,error,472.574,469.111,480.685,0.95,Windows MSVC,Update Readme.md (6d1cf93d),rxcpp
12978,Observable construction,Specific observable construction,0.335546,0.334656,0.339424,0.95,Linux GCC,Update Readme.md (6d1cf93d),rpp
12979,Observable construction,Dynamic observable construction,21.4227,21.3494,21.5449,0.95,Linux GCC,Update Readme.md (6d1cf93d),rpp
12980,Observable construction,Specific observable construction + as_dynamic,20.5341,20.4855,20.6731,0.95,Linux GCC,Update Readme.md (6d1cf93d),rpp
12981,Observable subscribe #2,Specific observable subscribe lambda,6.68475,6.67193,6.73018,0.95,Linux GCC,Update Readme.md (6d1cf93d),rpp
12982,Observable subscribe #2,Dynamic observable subscribe lambda,28.5505,28.4233,29.0501,0.95,Linux GCC,Update Readme.md (6d1cf93d),rpp
12983,Observable subscribe #2,Specific observable subscribe specific subscriber,3.60725,3.60447,3.61101,0.95,Linux GCC,Update Readme.md (6d1cf93d),rpp
12984,Observable subscribe #2,Dynamic observable subscribe specific subscriber,27.8247,27.78,28.0039,0.95,Linux GCC,Update Readme.md (6d1cf93d),rpp
12985,Observable subscribe #2,Specific observable subscribe dynamic observer,3.66198,3.65112,3.7001,0.95,Linux GCC,Update Readme.md (6d1cf93d),rpp
12986,Observable subscribe #2,Dynamic observable subscribe dynamic observer,3.80963,3.79967,3.84292,0.95,Linux GCC,Update Readme.md (6d1cf93d),rpp
12987,Observer construction,Specific observer construction,0.335118,0.334587,0.33726,0.95,Linux GCC,Update Readme.md (6d1cf93d),rpp
12988,Observer construction,Dynamic observer construction,20.8818,20.855,20.9057,0.95,Linux GCC,Update Readme.md (6d1cf93d),rpp
12989,Observer construction,Specific observer construction + as_dynamic,21.3857,21.3245,21.4703,0.95,Linux GCC,Update Readme.md (6d1cf93d),rpp
12990,OnNext,Specific observer OnNext,0.334663,0.334585,0.334754,0.95,Linux GCC,Update Readme.md (6d1cf93d),rpp
12991,OnNext,Dynamic observer OnNext,1.67245,1.67194,1.67312,0.95,Linux GCC,Update Readme.md (6d1cf93d),rpp
12992,Subscriber construction,Make subsriber,29.7341,29.7091,29.7861,0.95,Linux GCC,Update Readme.md (6d1cf93d),rpp
12993,Subscriber construction,Make copy of subscriber,3.7118,3.70344,3.7467,0.95,Linux GCC,Update Readme.md (6d1cf93d),rpp
12994,Subscriber construction,Transform subsriber to dynamic,24.5162,24.4509,24.7252,0.95,Linux GCC,Update Readme.md (6d1cf93d),rpp
12995,Observable subscribe,Specific observable subscribe specific observer,26.4834,26.4204,26.6495,0.95,Linux GCC,Update Readme.md (6d1cf93d),rpp
12996,Observable subscribe,Specific observable subscribe dynamic observer,30.9193,30.8516,31.1471,0.95,Linux GCC,Update Readme.md (6d1cf93d),rpp
12997,Observable subscribe,Dynamic observable subscribe specific observer,52.1273,51.8997,52.8686,0.95,Linux GCC,Update Readme.md (6d1cf93d),rpp
12998,Observable subscribe,Dynamic observable subscribe dynamic observer,34.1192,34.021,34.5535,0.95,Linux GCC,Update Readme.md (6d1cf93d),rpp
12999,Observable lift,Specific observable lift specific observer,31.3687,31.2586,31.7122,0.95,Linux GCC,Update Readme.md (6d1cf93d),rpp
13000,Observable lift,Specific observable lift dynamic observer,36.5776,36.4832,36.8239,0.95,Linux GCC,Update Readme.md (6d1cf93d),rpp
13001,Observable lift,Dynamic observable lift specific observer,63.3383,63.1323,63.8415,0.95,Linux GCC,Update Readme.md (6d1cf93d),rpp
13002,Observable lift,Dynamic observable lift dynamic observer,51.0779,50.9558,51.5228,0.95,Linux GCC,Update Readme.md (6d1cf93d),rpp
13003,Operators,map construction from observable via dot + subscribe,18.7652,18.7331,18.8925,0.95,Linux GCC,Update Readme.md (6d1cf93d),rpp
13004,Subscription,composite_subscription create,23.9971,23.9241,24.074,0.95,Linux GCC,Update Readme.md (6d1cf93d),rpp
13005,Subscription,composite_subscription add,1199.79,17.3014,7085.51,0.95,Linux GCC,Update Readme.md (6d1cf93d),rpp
13006,Subscription,composite_subscription unsubscribe,8.34684,8.34176,8.35052,0.95,Linux GCC,Update Readme.md (6d1cf93d),rpp
13007,foundamental sources,never,6.68445,6.66981,6.74411,0.95,Linux GCC,Update Readme.md (6d1cf93d),rpp
13008,foundamental sources,empty,7.13687,7.09412,7.3379,0.95,Linux GCC,Update Readme.md (6d1cf93d),rpp
13009,foundamental sources,error,95.6806,95.3504,96.5237,0.95,Linux GCC,Update Readme.md (6d1cf93d),rpp
13010,Observable construction,Specific observable construction,0.335001,0.334776,0.335788,0.95,Linux GCC,Update Readme.md (6d1cf93d),rxcpp
13011,Observable construction,Specific observable construction + as_dynamic,24.3804,24.2666,24.6113,0.95,Linux GCC,Update Readme.md (6d1cf93d),rxcpp
13012,Observable subscribe #2,Specific observable subscribe lambda,289.696,289.022,292.349,0.95,Linux GCC,Update Readme.md (6d1cf93d),rxcpp
13013,Observable subscribe #2,Dynamic observable subscribe lambda,331.048,330.312,333.828,0.95,Linux GCC,Update Readme.md (6d1cf93d),rxcpp
13014,Observable subscribe #2,Specific observable subscribe specific subscriber,282.475,282.248,283.022,0.95,Linux GCC,Update Readme.md (6d1cf93d),rxcpp
13015,Observable subscribe #2,Dynamic observable subscribe specific subscriber,322.391,322.186,322.798,0.95,Linux GCC,Update Readme.md (6d1cf93d),rxcpp
13016,Observable subscribe #2,Specific observable subscribe dynamic observer,291.664,290.896,294.363,0.95,Linux GCC,Update Readme.md (6d1cf93d),rxcpp
13017,Observable subscribe #2,Dynamic observable subscribe dynamic observer,305.095,304.483,307.207,0.95,Linux GCC,Update Readme.md (6d1cf93d),rxcpp
13018,Observer construction,Specific observer construction,0.334522,0.334398,0.33468,0.95,Linux GCC,Update Readme.md (6d1cf93d),rxcpp
13019,Observer construction,Dynamic observer construction,22.1904,22.1268,22.4134,0.95,Linux GCC,Update Readme.md (6d1cf93d),rxcpp
13020,Observer construction,Specific observer construction + as_dynamic,22.188,22.0994,22.3245,0.95,Linux GCC,Update Readme.md (6d1cf93d),rxcpp
13021,OnNext,Specific observer OnNext,0.335029,0.3345,0.337134,0.95,Linux GCC,Update Readme.md (6d1cf93d),rxcpp
13022,OnNext,Dynamic observer OnNext,2.00886,2.00832,2.0094,0.95,Linux GCC,Update Readme.md (6d1cf93d),rxcpp
13023,Subscriber construction,Make subsriber,54.4646,54.2948,54.6668,0.95,Linux GCC,Update Readme.md (6d1cf93d),rxcpp
13024,Subscriber construction,Make copy of subscriber,4.38212,4.37143,4.42535,0.95,Linux GCC,Update Readme.md (6d1cf93d),rxcpp
13025,Subscriber construction,Transform subsriber to dynamic,29.3506,29.2469,29.741,0.95,Linux GCC,Update Readme.md (6d1cf93d),rxcpp
13026,Observable subscribe,Specific observable subscribe specific observer,343.544,342.004,350.487,0.95,Linux GCC,Update Readme.md (6d1cf93d),rxcpp
13027,Observable subscribe,Specific observable subscribe dynamic observer,346.636,345.119,353.383,0.95,Linux GCC,Update Readme.md (6d1cf93d),rxcpp
13028,Observable subscribe,Dynamic observable subscribe specific observer,385.723,384.723,389.147,0.95,Linux GCC,Update Readme.md (6d1cf93d),rxcpp
13029,Observable subscribe,Dynamic observable subscribe dynamic observer,356.933,355.898,360.207,0.95,Linux GCC,Update Readme.md (6d1cf93d),rxcpp
13030,Observable lift,Specific observable lift specific observer,352.286,351.134,357.24,0.95,Linux GCC,Update Readme.md (6d1cf93d),rxcpp
13031,Observable lift,Specific observable lift dynamic observer,360.245,359.378,364.04,0.95,Linux GCC,Update Readme.md (6d1cf93d),rxcpp
13032,Observable lift,Dynamic observable lift specific observer,410.799,409.91,414.238,0.95,Linux GCC,Update Readme.md (6d1cf93d),rxcpp
13033,Observable lift,Dynamic observable lift dynamic observer,376.504,375.554,379.292,0.95,Linux GCC,Update Readme.md (6d1cf93d),rxcpp
13034,Operators,map construction from observable via dot + subscribe,352.663,351.816,355.735,0.95,Linux GCC,Update Readme.md (6d1cf93d),rxcpp
13035,Subscription,composite_subscription create,52.7629,52.6599,53.1403,0.95,Linux GCC,Update Readme.md (6d1cf93d),rxcpp
13036,Subscription,composite_subscription add,16.9167,16.8744,17.0475,0.95,Linux GCC,Update Readme.md (6d1cf93d),rxcpp
13037,Subscription,composite_subscription unsubscribe,11.0343,11.0302,11.0391,0.95,Linux GCC,Update Readme.md (6d1cf93d),rxcpp
13038,foundamental sources,never,283.154,282.625,284.89,0.95,Linux GCC,Update Readme.md (6d1cf93d),rxcpp
13039,foundamental sources,empty,43.7286,43.6103,44.1262,0.95,Linux GCC,Update Readme.md (6d1cf93d),rxcpp
13040,foundamental sources,error,117.679,117.285,118.686,0.95,Linux GCC,Update Readme.md (6d1cf93d),rxcpp
13041,Observable construction,Specific observable construction,0.781545,0.771664,0.799656,0.95,Linux CLANG,Update Readme.md (6d1cf93d),rpp
13042,Observable construction,Dynamic observable construction,34.1849,34.1337,34.3905,0.95,Linux CLANG,Update Readme.md (6d1cf93d),rpp
13043,Observable construction,Specific observable construction + as_dynamic,34.227,34.156,34.5409,0.95,Linux CLANG,Update Readme.md (6d1cf93d),rpp
13044,Observable subscribe #2,Specific observable subscribe lambda,34.5604,34.5069,34.8039,0.95,Linux CLANG,Update Readme.md (6d1cf93d),rpp
13045,Observable subscribe #2,Dynamic observable subscribe lambda,73.7644,73.124,75.045,0.95,Linux CLANG,Update Readme.md (6d1cf93d),rpp
13046,Observable subscribe #2,Specific observable subscribe specific subscriber,20.1002,20.0646,20.2659,0.95,Linux CLANG,Update Readme.md (6d1cf93d),rpp
13047,Observable subscribe #2,Dynamic observable subscribe specific subscriber,75.3257,74.8014,76.6814,0.95,Linux CLANG,Update Readme.md (6d1cf93d),rpp
13048,Observable subscribe #2,Specific observable subscribe dynamic observer,20.0951,20.0627,20.2203,0.95,Linux CLANG,Update Readme.md (6d1cf93d),rpp
13049,Observable subscribe #2,Dynamic observable subscribe dynamic observer,20.0939,19.934,20.4397,0.95,Linux CLANG,Update Readme.md (6d1cf93d),rpp
13050,Observer construction,Specific observer construction,0.805108,0.803885,0.8103,0.95,Linux CLANG,Update Readme.md (6d1cf93d),rpp
13051,Observer construction,Dynamic observer construction,33.6901,33.3526,34.3093,0.95,Linux CLANG,Update Readme.md (6d1cf93d),rpp
13052,Observer construction,Specific observer construction + as_dynamic,34.2232,33.6461,35.1048,0.95,Linux CLANG,Update Readme.md (6d1cf93d),rpp
13053,OnNext,Specific observer OnNext,0.804403,0.802563,0.813294,0.95,Linux CLANG,Update Readme.md (6d1cf93d),rpp
13054,OnNext,Dynamic observer OnNext,2.41846,2.41186,2.44492,0.95,Linux CLANG,Update Readme.md (6d1cf93d),rpp
13055,Subscriber construction,Make subsriber,56.6927,56.5858,57.0985,0.95,Linux CLANG,Update Readme.md (6d1cf93d),rpp
13056,Subscriber construction,Make copy of subscriber,20.4874,20.4579,20.6185,0.95,Linux CLANG,Update Readme.md (6d1cf93d),rpp
13057,Subscriber construction,Transform subsriber to dynamic,57.8952,57.7829,58.3707,0.95,Linux CLANG,Update Readme.md (6d1cf93d),rpp
13058,Observable subscribe,Specific observable subscribe specific observer,70.4152,70.2966,70.8944,0.95,Linux CLANG,Update Readme.md (6d1cf93d),rpp
13059,Observable subscribe,Specific observable subscribe dynamic observer,86.515,86.3105,87.3593,0.95,Linux CLANG,Update Readme.md (6d1cf93d),rpp
13060,Observable subscribe,Dynamic observable subscribe specific observer,112.381,111.98,114.292,0.95,Linux CLANG,Update Readme.md (6d1cf93d),rpp
13061,Observable subscribe,Dynamic observable subscribe dynamic observer,93.5412,93.3859,94.2411,0.95,Linux CLANG,Update Readme.md (6d1cf93d),rpp
13062,Observable lift,Specific observable lift specific observer,99.9431,98.9319,101.98,0.95,Linux CLANG,Update Readme.md (6d1cf93d),rpp
13063,Observable lift,Specific observable lift dynamic observer,136.582,135.283,139.131,0.95,Linux CLANG,Update Readme.md (6d1cf93d),rpp
13064,Observable lift,Dynamic observable lift specific observer,174.623,172.258,178.169,0.95,Linux CLANG,Update Readme.md (6d1cf93d),rpp
13065,Observable lift,Dynamic observable lift dynamic observer,201.532,199.218,207.134,0.95,Linux CLANG,Update Readme.md (6d1cf93d),rpp
13066,Operators,map construction from observable via dot + subscribe,103.67,103.515,104.279,0.95,Linux CLANG,Update Readme.md (6d1cf93d),rpp
13067,Subscription,composite_subscription create,37.1177,36.9632,37.8546,0.95,Linux CLANG,Update Readme.md (6d1cf93d),rpp
13068,Subscription,composite_subscription add,2654.41,46.5248,15691.4,0.95,Linux CLANG,Update Readme.md (6d1cf93d),rpp
13069,Subscription,composite_subscription unsubscribe,10.0552,10.0325,10.1485,0.95,Linux CLANG,Update Readme.md (6d1cf93d),rpp
13070,foundamental sources,never,34.6317,34.3639,35.2402,0.95,Linux CLANG,Update Readme.md (6d1cf93d),rpp
13071,foundamental sources,empty,43.9527,43.4168,44.8737,0.95,Linux CLANG,Update Readme.md (6d1cf93d),rpp
13072,foundamental sources,error,152.189,151.795,153.185,0.95,Linux CLANG,Update Readme.md (6d1cf93d),rpp
13073,Observable construction,Specific observable construction,0.402071,0.40144,0.404615,0.95,Linux CLANG,Update Readme.md (6d1cf93d),rxcpp
13074,Observable construction,Specific observable construction + as_dynamic,30.8056,30.6948,30.981,0.95,Linux CLANG,Update Readme.md (6d1cf93d),rxcpp
13075,Observable subscribe #2,Specific observable subscribe lambda,278.013,274.974,287.257,0.95,Linux CLANG,Update Readme.md (6d1cf93d),rxcpp
13076,Observable subscribe #2,Dynamic observable subscribe lambda,330.688,330.078,332.979,0.95,Linux CLANG,Update Readme.md (6d1cf93d),rxcpp
13077,Observable subscribe #2,Specific observable subscribe specific subscriber,271.952,271.467,273.657,0.95,Linux CLANG,Update Readme.md (6d1cf93d),rxcpp
13078,Observable subscribe #2,Dynamic observable subscribe specific subscriber,330.715,328.478,336.543,0.95,Linux CLANG,Update Readme.md (6d1cf93d),rxcpp
13079,Observable subscribe #2,Specific observable subscribe dynamic observer,294.67,294.186,296.572,0.95,Linux CLANG,Update Readme.md (6d1cf93d),rxcpp
13080,Observable subscribe #2,Dynamic observable subscribe dynamic observer,315.371,314.772,317.737,0.95,Linux CLANG,Update Readme.md (6d1cf93d),rxcpp
13081,Observer construction,Specific observer construction,0.402482,0.401774,0.405294,0.95,Linux CLANG,Update Readme.md (6d1cf93d),rxcpp
13082,Observer construction,Dynamic observer construction,27.358,27.3014,27.5677,0.95,Linux CLANG,Update Readme.md (6d1cf93d),rxcpp
13083,Observer construction,Specific observer construction + as_dynamic,27.2407,27.1828,27.3762,0.95,Linux CLANG,Update Readme.md (6d1cf93d),rxcpp
13084,OnNext,Specific observer OnNext,0.804637,0.803284,0.810903,0.95,Linux CLANG,Update Readme.md (6d1cf93d),rxcpp
13085,OnNext,Dynamic observer OnNext,2.91388,2.88897,2.9435,0.95,Linux CLANG,Update Readme.md (6d1cf93d),rxcpp
13086,Subscriber construction,Make subsriber,85.4414,85.2474,85.8528,0.95,Linux CLANG,Update Readme.md (6d1cf93d),rxcpp
13087,Subscriber construction,Make copy of subscriber,5.66113,5.64973,5.6909,0.95,Linux CLANG,Update Readme.md (6d1cf93d),rxcpp
13088,Subscriber construction,Transform subsriber to dynamic,34.1846,34.0988,34.3695,0.95,Linux CLANG,Update Readme.md (6d1cf93d),rxcpp
13089,Observable subscribe,Specific observable subscribe specific observer,365.127,364.507,367.387,0.95,Linux CLANG,Update Readme.md (6d1cf93d),rxcpp
13090,Observable subscribe,Specific observable subscribe dynamic observer,372.368,371.347,376.049,0.95,Linux CLANG,Update Readme.md (6d1cf93d),rxcpp
13091,Observable subscribe,Dynamic observable subscribe specific observer,411.111,410.146,414.054,0.95,Linux CLANG,Update Readme.md (6d1cf93d),rxcpp
13092,Observable subscribe,Dynamic observable subscribe dynamic observer,394.282,393.117,398.008,0.95,Linux CLANG,Update Readme.md (6d1cf93d),rxcpp
13093,Observable lift,Specific observable lift specific observer,363.502,362.754,366.421,0.95,Linux CLANG,Update Readme.md (6d1cf93d),rxcpp
13094,Observable lift,Specific observable lift dynamic observer,385.933,383.007,392.859,0.95,Linux CLANG,Update Readme.md (6d1cf93d),rxcpp
